id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
353,shuppet,353,6,23,59,ghost,,75,35,44,63,33,45,insomnia,frisk,cursed-body,#705898,,,indetermite,,353.png,3,,181,1,ball
354,banette,354,11,125,159,ghost,,115,65,64,83,63,65,insomnia,frisk,cursed-body,#705898,,,indetermite,,354.png,3,353,181,6,upright
355,duskull,355,8,150,59,ghost,,40,90,20,30,90,25,levitate,,frisk,#705898,,,indetermite,,355.png,3,,182,4,arms
356,dusclops,356,16,306,159,ghost,,70,130,40,60,130,25,pressure,,frisk,#705898,,,indetermite,,356.png,3,355,182,12,humanoid
357,tropius,357,20,1000,161,grass,flying,68,83,99,72,87,51,chlorophyll,solar-power,harvest,#78C850,#A890F0,#83BA76,monster,plant,357.png,3,,183,8,quadruped
358,chimecho,358,6,10,149,psychic,,50,70,65,95,80,65,levitate,,,#F85888,,,indetermite,,358.png,3,433,184,4,arms
359,absol,359,12,470,163,dark,,130,60,65,75,60,75,pressure,super-luck,justified,#705848,,,ground,,359.png,3,,185,8,quadruped
360,wynaut,360,6,140,52,psychic,,23,48,95,23,48,23,shadow-tag,,telepathy,#F85888,,,no-eggs,,360.png,3,,100,6,upright
361,snorunt,361,7,168,60,ice,,50,50,50,50,50,50,inner-focus,ice-body,moody,#98D8D8,,,fairy,mineral,361.png,3,,186,12,humanoid
362,glalie,362,15,2565,168,ice,,80,80,80,80,80,80,inner-focus,ice-body,moody,#98D8D8,,,fairy,mineral,362.png,3,361,186,1,ball
363,spheal,363,8,395,58,ice,water,40,50,70,55,50,25,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,363.png,3,,187,3,fish
364,sealeo,364,11,876,144,ice,water,60,70,90,75,70,45,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,364.png,3,363,187,3,fish
365,walrein,365,14,1506,239,ice,water,80,90,110,95,90,65,thick-fat,ice-body,oblivious,#98D8D8,#6890F0,#8CC6DD,water1,ground,365.png,3,364,187,8,quadruped
366,clamperl,366,4,525,69,water,,64,85,35,74,55,32,shell-armor,,rattled,#6890F0,,,water1,,366.png,3,,188,1,ball
367,huntail,367,17,270,170,water,,104,105,55,94,75,52,swift-swim,,water-veil,#6890F0,,,water1,,367.png,3,366,188,2,squiggle
368,gorebyss,368,18,226,170,water,,84,105,55,114,75,52,swift-swim,,hydration,#6890F0,,,water1,,368.png,3,366,188,2,squiggle
369,relicanth,369,10,234,170,water,rock,90,130,100,45,65,55,swift-swim,rock-head,sturdy,#6890F0,#B8A038,#7B93C3,water1,water2,369.png,3,,189,3,fish
370,luvdisc,370,6,87,116,water,,30,55,43,40,65,97,swift-swim,,hydration,#6890F0,,,water2,,370.png,3,,190,3,fish
371,bagon,371,6,421,60,dragon,,75,60,45,40,30,50,rock-head,,sheer-force,#7038F8,,,dragon,,371.png,3,,191,12,humanoid
372,shelgon,372,11,1105,147,dragon,,95,100,65,60,50,50,rock-head,,overcoat,#7038F8,,,dragon,,372.png,3,371,191,8,quadruped
373,salamence,373,15,1026,270,dragon,flying,135,80,95,110,80,100,intimidate,,moxie,#7038F8,#A890F0,#7D4DF6,dragon,,373.png,3,372,191,8,quadruped
374,beldum,374,6,952,60,steel,psychic,55,80,40,35,60,30,clear-body,,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,,374.png,3,,192,5,blob
375,metang,375,12,2025,147,steel,psychic,75,100,60,55,80,50,clear-body,,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,,375.png,3,374,192,4,arms
376,metagross,376,16,5500,270,steel,psychic,135,130,80,95,90,70,clear-body,,light-metal,#B8B8D0,#F85888,#C7A0BE,mineral,,376.png,3,375,192,11,heads
377,regirock,377,17,2300,261,rock,,100,200,80,50,100,50,clear-body,,sturdy,#B8A038,,,no-eggs,,377.png,3,,193,12,humanoid
378,regice,378,18,1750,261,ice,,50,100,80,100,200,50,clear-body,,ice-body,#98D8D8,,,no-eggs,,378.png,3,,194,12,humanoid
379,registeel,379,19,2050,261,steel,,75,150,80,75,150,50,clear-body,,light-metal,#B8B8D0,,,no-eggs,,379.png,3,,195,12,humanoid
380,latias,380,14,400,270,dragon,psychic,80,90,80,110,130,110,levitate,,,#7038F8,#F85888,#903FDC,no-eggs,,380.png,3,,196,9,wings
381,latios,381,20,600,270,dragon,psychic,90,80,80,130,110,110,levitate,,,#7038F8,#F85888,#903FDC,no-eggs,,381.png,3,,197,9,wings
382,kyogre,382,45,3520,302,water,,100,90,100,150,140,90,drizzle,,,#6890F0,,,no-eggs,,382.png,3,,198,3,fish
383,groudon,383,35,9500,302,ground,,150,140,100,100,90,90,drought,,,#E0C068,,,no-eggs,,383.png,3,,199,6,upright
384,rayquaza,384,70,2065,306,dragon,flying,150,90,105,150,90,95,air-lock,,,#7038F8,#A890F0,#7D4DF6,no-eggs,,384.png,3,,200,2,squiggle
385,jirachi,385,3,11,270,steel,psychic,100,100,100,100,100,100,serene-grace,,,#B8B8D0,#F85888,#C7A0BE,no-eggs,,385.png,3,,201,12,humanoid
386,deoxys-normal,386,17,608,270,psychic,,150,50,50,150,50,150,pressure,,,#F85888,,,no-eggs,,386.png,3,,202,12,humanoid
387,turtwig,387,4,102,64,grass,,68,64,55,45,55,31,overgrow,,shell-armor,#78C850,,,monster,plant,387.png,4,,203,8,quadruped
388,grotle,388,11,970,142,grass,,89,85,75,55,65,36,overgrow,,shell-armor,#78C850,,,monster,plant,388.png,4,387,203,8,quadruped
389,torterra,389,22,3100,236,grass,ground,109,105,95,75,85,56,overgrow,,shell-armor,#78C850,#E0C068,#91C655,monster,plant,389.png,4,388,203,8,quadruped
390,chimchar,390,5,62,62,fire,,58,44,44,58,44,61,blaze,,iron-fist,#F08030,,,ground,humanshape,390.png,4,,204,6,upright
391,monferno,391,9,220,142,fire,fighting,78,52,64,78,52,81,blaze,,iron-fist,#F08030,#C03028,#E46C2E,ground,humanshape,391.png,4,390,204,6,upright
392,inferpe,392,12,550,240,fire,fighting,104,71,76,104,71,108,blaze,,iron-fist,#F08030,#C03028,#E46C2E,ground,humanshape,392.png,4,391,204,6,upright
393,piplup,393,4,52,63,water,,51,53,53,61,56,40,torrent,,defiant,#6890F0,,,water1,ground,393.png,4,,205,12,humanoid
394,prinplup,394,8,230,142,water,,66,68,64,81,76,50,torrent,,defiant,#6890F0,,,water1,ground,394.png,4,393,205,6,upright
395,empoleon,395,17,845,239,water,steel,86,88,84,111,101,60,torrent,,defiant,#6890F0,#B8B8D0,#7B99E8,water1,ground,395.png,4,394,205,6,upright
396,starly,396,3,20,49,normal,flying,55,30,40,30,30,60,keen-eye,,reckless,#A8A878,#A890F0,#A8A295,flying,,396.png,4,,206,9,wings
397,staravia,397,6,155,119,normal,flying,75,50,55,40,40,80,intimidate,,reckless,#A8A878,#A890F0,#A8A295,flying,,397.png,4,396,206,9,wings
398,staraptor,398,12,249,218,normal,flying,120,70,85,50,60,100,intimidate,,reckless,#A8A878,#A890F0,#A8A295,flying,,398.png,4,397,206,9,wings
399,bidoof,399,5,200,50,normal,,45,40,59,35,40,31,simple,uware,moody,#A8A878,,,water1,ground,399.png,4,,207,8,quadruped
400,bibarel,400,10,315,144,normal,water,85,60,79,55,60,71,simple,uware,moody,#A8A878,#6890F0,#98A295,water1,ground,400.png,4,399,207,6,upright
401,kricketot,401,3,22,39,bug,,25,41,37,25,41,25,shed-skin,,run-away,#A8B820,,,bug,,401.png,4,,208,12,humanoid
402,kricketune,402,10,255,134,bug,,85,51,77,55,51,65,swarm,,technician,#A8B820,,,bug,,402.png,4,401,208,13,bug-wings
403,shinx,403,5,95,53,electric,,65,34,45,40,34,45,rivalry,intimidate,guts,#F8D030,,,ground,,403.png,4,,209,8,quadruped
404,luxio,404,9,305,127,electric,,85,49,60,60,49,60,rivalry,intimidate,guts,#F8D030,,,ground,,404.png,4,403,209,8,quadruped
405,luxray,405,14,420,235,electric,,120,79,80,95,79,70,rivalry,intimidate,guts,#F8D030,,,ground,,405.png,4,404,209,8,quadruped
406,budew,406,2,12,56,grass,poison,30,35,40,50,70,55,tural-cure,poison-point,leaf-guard,#78C850,#A040A0,#81A763,no-eggs,,406.png,4,,158,12,humanoid
407,roserade,407,9,145,232,grass,poison,70,65,60,125,105,90,tural-cure,poison-point,technician,#78C850,#A040A0,#81A763,fairy,plant,407.png,4,315,158,12,humanoid
408,cranidos,408,9,315,70,rock,,125,40,67,30,30,58,mold-breaker,,sheer-force,#B8A038,,,monster,,408.png,4,,211,6,upright
409,rampardos,409,16,1025,173,rock,,165,60,97,65,50,58,mold-breaker,,sheer-force,#B8A038,,,monster,,409.png,4,408,211,6,upright
410,shieldon,410,5,570,70,rock,steel,42,118,30,42,88,30,sturdy,,soundproof,#B8A038,#B8B8D0,#B8A55C,monster,,410.png,4,,212,8,quadruped
411,bastiodon,411,13,1495,173,rock,steel,52,168,60,47,138,30,sturdy,,soundproof,#B8A038,#B8B8D0,#B8A55C,monster,,411.png,4,410,212,8,quadruped
412,burmy,412,2,34,45,bug,,29,45,40,29,45,36,shed-skin,,overcoat,#A8B820,,,bug,,412.png,4,,213,2,squiggle
413,wormadam-plant,413,5,65,148,bug,grass,59,85,60,79,105,36,anticipation,,overcoat,#A8B820,#78C850,#9CBB2B,bug,,413.png,4,412,213,2,squiggle
414,mothim,414,9,233,148,bug,flying,94,50,70,94,50,66,swarm,,tinted-lens,#A8B820,#A890F0,#A8AE52,bug,,414.png,4,412,213,13,bug-wings
415,combee,415,3,55,49,bug,flying,30,42,30,30,42,70,honey-gather,,hustle,#A8B820,#A890F0,#A8AE52,bug,,415.png,4,,214,11,heads
416,vespiquen,416,12,385,166,bug,flying,80,102,70,80,102,40,pressure,,unnerve,#A8B820,#A890F0,#A8AE52,bug,,416.png,4,415,214,9,wings
417,pachirisu,417,4,39,142,electric,,45,70,60,45,90,95,run-away,pickup,volt-absorb,#F8D030,,,ground,fairy,417.png,4,,215,8,quadruped
418,buizel,418,7,295,66,water,,65,35,55,60,30,85,swift-swim,,water-veil,#6890F0,,,water1,ground,418.png,4,,216,8,quadruped
419,floatzel,419,11,335,173,water,,105,55,85,85,50,115,swift-swim,,water-veil,#6890F0,,,water1,ground,419.png,4,418,216,8,quadruped
420,cherubi,420,4,33,55,grass,,35,45,45,62,53,35,chlorophyll,,,#78C850,,,fairy,plant,420.png,4,,217,11,heads
421,cherrim,421,5,93,158,grass,,60,70,70,87,78,85,flower-gift,,,#78C850,,,fairy,plant,421.png,4,420,217,7,legs
422,shellos,422,3,63,65,water,,48,48,76,57,62,34,sticky-hold,storm-drain,sand-force,#6890F0,,,water1,indetermite,422.png,4,,218,14,armor
423,gastrodon,423,9,299,166,water,ground,83,68,111,92,82,39,sticky-hold,storm-drain,sand-force,#6890F0,#E0C068,#859BCF,water1,indetermite,423.png,4,422,218,14,armor
424,ambipom,424,12,203,169,normal,,100,66,75,60,66,115,technician,pickup,skill-link,#A8A878,,,ground,,424.png,4,190,93,6,upright
425,drifloon,425,4,12,70,ghost,flying,50,34,90,60,44,70,aftermath,unburden,flare-boost,#705898,#A890F0,#7D65AD,indetermite,,425.png,4,,219,4,arms
426,drifblim,426,12,150,174,ghost,flying,80,44,150,90,54,80,aftermath,unburden,flare-boost,#705898,#A890F0,#7D65AD,indetermite,,426.png,4,425,219,4,arms
427,buneary,427,4,55,70,normal,,66,44,55,44,56,85,run-away,klutz,limber,#A8A878,,,ground,humanshape,427.png,4,,220,6,upright
428,lopunny,428,12,333,168,normal,,76,84,65,54,96,105,cute-charm,klutz,limber,#A8A878,,,ground,humanshape,428.png,4,427,220,6,upright
429,mismagius,429,9,44,173,ghost,,60,60,60,105,105,105,levitate,,,#705898,,,indetermite,,429.png,4,200,98,1,ball
430,honchkrow,430,9,273,177,dark,flying,125,52,100,105,52,71,insomnia,super-luck,moxie,#705848,#A890F0,#7D6570,flying,,430.png,4,198,97,9,wings
431,glameow,431,5,39,62,normal,,55,42,49,42,37,85,limber,own-tempo,keen-eye,#A8A878,,,ground,,431.png,4,,221,8,quadruped
432,purugly,432,10,438,158,normal,,82,64,71,64,59,112,thick-fat,own-tempo,defiant,#A8A878,,,ground,,432.png,4,431,221,8,quadruped
433,chingling,433,2,6,57,psychic,,30,50,45,65,50,45,levitate,,,#F85888,,,no-eggs,,433.png,4,,184,12,humanoid
434,stunky,434,4,192,66,poison,dark,63,47,63,41,41,74,stench,aftermath,keen-eye,#A040A0,#705848,#94458A,ground,,434.png,4,,223,8,quadruped
435,skuntank,435,10,380,168,poison,dark,93,67,103,71,61,84,stench,aftermath,keen-eye,#A040A0,#705848,#94458A,ground,,435.png,4,434,223,8,quadruped
436,bronzor,436,5,605,60,steel,psychic,24,86,57,24,86,23,levitate,heatproof,heavy-metal,#B8B8D0,#F85888,#C7A0BE,mineral,,436.png,4,,224,1,ball
437,bronzong,437,13,1870,175,steel,psychic,89,116,67,79,116,33,levitate,heatproof,heavy-metal,#B8B8D0,#F85888,#C7A0BE,mineral,,437.png,4,436,224,4,arms
438,bonsly,438,5,150,58,rock,,80,95,50,10,45,10,sturdy,rock-head,rattled,#B8A038,,,no-eggs,,438.png,4,,91,7,legs
439,mime-jr,439,6,130,62,psychic,fairy,25,45,20,70,90,60,soundproof,filter,technician,#F85888,#EE99AC,#F56790,no-eggs,,439.png,4,,57,12,humanoid
440,happiny,440,6,244,110,normal,,5,5,100,15,65,30,tural-cure,serene-grace,friend-guard,#A8A878,,,no-eggs,,440.png,4,,51,12,humanoid
441,chatot,441,5,19,144,normal,flying,65,45,76,92,42,91,keen-eye,tangled-feet,big-pecks,#A8A878,#A890F0,#A8A295,flying,,441.png,4,,228,9,wings
442,spiritomb,442,10,1080,170,ghost,dark,92,108,50,92,108,35,pressure,,infiltrator,#705898,#705848,#705884,indetermite,,442.png,4,,229,5,blob
443,gible,443,7,205,60,dragon,ground,70,45,58,40,45,42,sand-veil,,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,443.png,4,,230,6,upright
444,gabite,444,14,560,144,dragon,ground,90,65,68,50,55,82,sand-veil,,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,444.png,4,443,230,6,upright
445,garchomp,445,19,950,270,dragon,ground,130,95,108,80,85,102,sand-veil,,rough-skin,#7038F8,#E0C068,#8B58D5,monster,dragon,445.png,4,444,230,6,upright
446,munchlax,446,6,1050,78,normal,,85,40,135,40,85,5,pickup,thick-fat,gluttony,#A8A878,,,no-eggs,,446.png,4,,72,12,humanoid
447,riolu,447,7,202,57,fighting,,70,40,40,35,40,60,steadfast,inner-focus,prankster,#C03028,,,no-eggs,,447.png,4,,232,6,upright
448,lucario,448,12,540,184,fighting,steel,110,70,70,115,70,90,steadfast,inner-focus,justified,#C03028,#B8B8D0,#BE5050,ground,humanshape,448.png,4,447,232,6,upright
449,hippopotas,449,8,495,66,ground,,72,78,68,38,42,32,sand-stream,,sand-force,#E0C068,,,ground,,449.png,4,,233,8,quadruped
450,hippowdon,450,20,3000,184,ground,,112,118,108,68,72,47,sand-stream,,sand-force,#E0C068,,,ground,,450.png,4,449,233,8,quadruped
451,skorupi,451,8,120,66,poison,bug,50,90,40,30,55,65,battle-armor,sniper,keen-eye,#A040A0,#A8B820,#A15D80,bug,water3,451.png,4,,234,14,armor
452,drapion,452,13,615,175,poison,dark,90,110,70,60,75,95,battle-armor,sniper,keen-eye,#A040A0,#705848,#94458A,bug,water3,452.png,4,451,234,14,armor
453,croagunk,453,7,230,60,poison,fighting,61,40,48,61,40,50,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,,453.png,4,,235,12,humanoid
454,toxicroak,454,13,444,172,poison,fighting,106,65,83,86,65,85,anticipation,dry-skin,poison-touch,#A040A0,#C03028,#A73C82,humanshape,,454.png,4,453,235,12,humanoid
455,carnivine,455,14,270,159,grass,,100,72,74,90,72,46,levitate,,,#78C850,,,plant,,455.png,4,,236,10,tentacles
456,finneon,456,4,70,66,water,,49,56,49,49,61,66,swift-swim,storm-drain,water-veil,#6890F0,,,water2,,456.png,4,,237,3,fish
457,lumineon,457,12,240,161,water,,69,76,69,69,86,91,swift-swim,storm-drain,water-veil,#6890F0,,,water2,,457.png,4,456,237,3,fish
458,mantyke,458,10,650,69,water,flying,20,50,45,60,120,50,swift-swim,water-absorb,water-veil,#6890F0,#A890F0,#7790F0,no-eggs,,458.png,4,,116,9,wings
459,snover,459,10,505,67,grass,ice,62,50,60,62,60,40,snow-warning,,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,459.png,4,,239,6,upright
460,abomasnow,460,22,1355,173,grass,ice,92,75,90,92,85,60,snow-warning,,soundproof,#78C850,#98D8D8,#7FCB70,monster,plant,460.png,4,459,239,6,upright
461,weavile,461,11,340,179,dark,ice,120,65,70,45,85,125,pressure,,pickpocket,#705848,#98D8D8,#79776A,ground,,461.png,4,215,109,6,upright
462,magnezone,462,12,1800,241,electric,steel,70,115,70,130,90,60,magnet-pull,sturdy,alytic,#F8D030,#B8B8D0,#E8CA56,mineral,,462.png,4,82,34,4,arms
463,lickilicky,463,17,1400,180,normal,,85,95,110,80,95,50,own-tempo,oblivious,cloud-nine,#A8A878,,,monster,,463.png,4,108,48,12,humanoid
464,rhyperior,464,24,2828,241,ground,rock,140,130,115,55,55,40,lightning-rod,solid-rock,reckless,#E0C068,#B8A038,#D6B85C,monster,ground,464.png,4,112,50,6,upright
465,tangrowth,465,20,1286,187,grass,,100,125,100,110,50,50,chlorophyll,leaf-guard,regenerator,#78C850,,,plant,,465.png,4,114,52,12,humanoid
466,electivire,466,18,1386,243,electric,,123,67,75,95,85,95,motor-drive,,vital-spirit,#F8D030,,,humanshape,,466.png,4,125,60,6,upright
467,magmortar,467,16,680,243,fire,,95,67,75,125,95,83,flame-body,,vital-spirit,#F08030,,,humanshape,,467.png,4,126,61,6,upright
468,togekiss,468,15,380,245,fairy,flying,50,95,85,120,115,80,hustle,serene-grace,super-luck,#EE99AC,#A890F0,#DD96BC,flying,fairy,468.png,4,176,87,9,wings
469,yanmega,469,19,515,180,bug,flying,76,86,86,116,56,95,speed-boost,tinted-lens,frisk,#A8B820,#A890F0,#A8AE52,bug,,469.png,4,193,95,13,bug-wings
470,leafeon,470,10,255,184,grass,,110,130,65,60,65,95,leaf-guard,,chlorophyll,#78C850,,,ground,,470.png,4,133,67,8,quadruped
471,glaceon,471,8,259,184,ice,,60,110,65,130,95,65,snow-cloak,,ice-body,#98D8D8,,,ground,,471.png,4,133,67,8,quadruped
472,gliscor,472,20,425,179,ground,flying,95,125,75,45,75,95,hyper-cutter,sand-veil,poison-heal,#E0C068,#A890F0,#D2B488,bug,,472.png,4,207,104,9,wings
473,mamoswine,473,25,2910,239,ice,ground,130,80,110,70,60,80,oblivious,snow-cloak,thick-fat,#98D8D8,#E0C068,#A9D2BC,ground,,473.png,4,221,112,8,quadruped
474,porygon-z,474,9,340,241,normal,,80,70,85,135,75,90,adaptability,download,alytic,#A8A878,,,mineral,,474.png,4,233,68,4,arms
475,gallade,475,16,520,233,psychic,fighting,125,65,68,65,115,80,steadfast,,justified,#F85888,#C03028,#EA4E70,indetermite,,475.png,4,281,140,12,humanoid
476,probopass,476,14,3400,184,rock,steel,55,145,60,75,150,40,sturdy,magnet-pull,sand-force,#B8A038,#B8B8D0,#B8A55C,mineral,,476.png,4,299,147,11,heads
477,dusknoir,477,22,1066,236,ghost,,100,135,45,65,135,45,pressure,,frisk,#705898,,,indetermite,,477.png,4,356,182,4,arms
478,froslass,478,13,266,168,ice,ghost,80,70,70,80,70,110,snow-cloak,,cursed-body,#98D8D8,#705898,#8EB8C8,fairy,mineral,478.png,4,361,186,4,arms
479,rotom,479,3,3,154,electric,ghost,50,77,50,95,77,91,levitate,,,#F8D030,#705898,#D7B249,indetermite,,479.png,4,,240,1,ball
480,uxie,480,3,3,261,psychic,,75,130,75,75,130,95,levitate,,,#F85888,,,no-eggs,,480.png,4,,241,6,upright
481,mesprit,481,3,3,261,psychic,,105,105,80,105,105,80,levitate,,,#F85888,,,no-eggs,,481.png,4,,242,6,upright
482,azelf,482,3,3,261,psychic,,125,70,75,125,70,115,levitate,,,#F85888,,,no-eggs,,482.png,4,,243,6,upright
483,dialga,483,54,6830,306,steel,dragon,120,120,100,150,100,90,pressure,,telepathy,#B8B8D0,#7038F8,#A698D9,no-eggs,,483.png,4,,244,8,quadruped
484,palkia,484,42,3360,306,water,dragon,120,100,90,150,120,100,pressure,,telepathy,#6890F0,#7038F8,#697AF1,no-eggs,,484.png,4,,245,6,upright
485,heatran,485,17,4300,270,fire,steel,90,106,91,130,106,77,flash-fire,,flame-body,#F08030,#B8B8D0,#E28D56,no-eggs,,485.png,4,,246,8,quadruped
486,regigigas,486,37,4200,302,normal,,160,110,110,80,110,100,slow-start,,,#A8A878,,,no-eggs,,486.png,4,,247,12,humanoid
487,girati-altered,487,45,7500,306,ghost,dragon,100,120,150,100,120,90,pressure,,telepathy,#705898,#7038F8,#7050AF,no-eggs,,487.png,4,,248,10,tentacles
488,cresselia,488,15,856,270,psychic,,70,120,120,75,130,85,levitate,,,#F85888,,,no-eggs,,488.png,4,,249,14,armor
489,phione,489,4,31,216,water,,80,80,80,80,80,80,hydration,,,#6890F0,,,water1,fairy,489.png,4,,250,4,arms
490,maphy,490,3,14,270,water,,100,100,100,100,100,100,hydration,,,#6890F0,,,water1,fairy,490.png,4,,250,12,humanoid
491,darkrai,491,15,505,270,dark,,90,90,70,135,90,125,bad-dreams,,,#705848,,,no-eggs,,491.png,4,,252,12,humanoid
492,shaymin-land,492,2,21,270,grass,,100,100,100,100,100,100,tural-cure,,,#78C850,,,no-eggs,,492.png,4,,253,8,quadruped
493,arceus,493,32,3200,324,normal,,120,120,120,120,120,120,multitype,,,#A8A878,,,no-eggs,,493.png,4,,254,8,quadruped
494,victini,494,4,40,270,psychic,fire,100,100,100,100,100,100,victory-star,,,#F85888,#F08030,#F66172,no-eggs,,494.png,5,,255,12,humanoid
495,snivy,495,6,81,62,grass,,45,55,45,45,55,63,overgrow,,contrary,#78C850,,,ground,plant,495.png,5,,256,6,upright
496,servine,496,8,160,145,grass,,60,75,60,60,75,83,overgrow,,contrary,#78C850,,,ground,plant,496.png,5,495,256,6,upright
497,serperior,497,33,630,238,grass,,75,95,75,75,95,113,overgrow,,contrary,#78C850,,,ground,plant,497.png,5,496,256,2,squiggle
498,tepig,498,5,99,62,fire,,63,45,65,45,45,45,blaze,,thick-fat,#F08030,,,ground,,498.png,5,,257,8,quadruped
499,pignite,499,10,555,146,fire,fighting,93,55,90,70,55,55,blaze,,thick-fat,#F08030,#C03028,#E46C2E,ground,,499.png,5,498,257,6,upright
500,emboar,500,16,1500,238,fire,fighting,123,65,110,100,65,65,blaze,,reckless,#F08030,#C03028,#E46C2E,ground,,500.png,5,499,257,6,upright
501,oshawott,501,5,59,62,water,,55,45,55,63,45,45,torrent,,shell-armor,#6890F0,,,ground,,501.png,5,,258,6,upright
502,dewott,502,8,245,145,water,,75,60,75,83,60,60,torrent,,shell-armor,#6890F0,,,ground,,502.png,5,501,258,6,upright
503,samurott,503,15,946,238,water,,100,85,95,108,70,70,torrent,,shell-armor,#6890F0,,,ground,,503.png,5,502,258,8,quadruped
504,patrat,504,5,116,51,normal,,55,39,45,35,39,42,run-away,keen-eye,alytic,#A8A878,,,ground,,504.png,5,,259,8,quadruped
505,watchog,505,11,270,147,normal,,85,69,60,60,69,77,illumite,keen-eye,alytic,#A8A878,,,ground,,505.png,5,504,259,6,upright
506,lillipup,506,4,41,55,normal,,60,45,45,25,45,55,vital-spirit,pickup,run-away,#A8A878,,,ground,,506.png,5,,260,8,quadruped
507,herdier,507,9,147,130,normal,,80,65,65,35,65,60,intimidate,sand-rush,scrappy,#A8A878,,,ground,,507.png,5,506,260,8,quadruped
508,stoutland,508,12,610,225,normal,,110,90,85,45,90,80,intimidate,sand-rush,scrappy,#A8A878,,,ground,,508.png,5,507,260,8,quadruped
509,purrloin,509,4,101,56,dark,,50,37,41,50,37,66,limber,unburden,prankster,#705848,,,ground,,509.png,5,,261,8,quadruped
510,liepard,510,11,375,156,dark,,88,50,64,88,50,106,limber,unburden,prankster,#705848,,,ground,,510.png,5,509,261,8,quadruped
511,pansage,511,6,105,63,grass,,53,48,50,53,48,64,gluttony,,overgrow,#78C850,,,ground,,511.png,5,,262,6,upright
512,simisage,512,11,305,174,grass,,98,63,75,98,63,101,gluttony,,overgrow,#78C850,,,ground,,512.png,5,511,262,6,upright
513,pansear,513,6,110,63,fire,,53,48,50,53,48,64,gluttony,,blaze,#F08030,,,ground,,513.png,5,,263,6,upright
514,simisear,514,10,280,174,fire,,98,63,75,98,63,101,gluttony,,blaze,#F08030,,,ground,,514.png,5,513,263,6,upright
515,panpour,515,6,135,63,water,,53,48,50,53,48,64,gluttony,,torrent,#6890F0,,,ground,,515.png,5,,264,6,upright
516,simipour,516,10,290,174,water,,98,63,75,98,63,101,gluttony,,torrent,#6890F0,,,ground,,516.png,5,515,264,6,upright
517,mun,517,6,233,58,psychic,,25,45,76,67,55,24,forewarn,synchronize,telepathy,#F85888,,,ground,,517.png,5,,265,8,quadruped
518,mushar,518,11,605,170,psychic,,55,85,116,107,95,29,forewarn,synchronize,telepathy,#F85888,,,ground,,518.png,5,517,265,12,humanoid
519,pidove,519,3,21,53,normal,flying,55,50,50,36,30,43,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,,519.png,5,,266,9,wings
520,tranquill,520,6,150,125,normal,flying,77,62,62,50,42,65,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,,520.png,5,519,266,9,wings
521,unfezant,521,12,290,220,normal,flying,115,80,80,65,55,93,big-pecks,super-luck,rivalry,#A8A878,#A890F0,#A8A295,flying,,521.png,5,520,266,9,wings
522,blitzle,522,8,298,59,electric,,60,32,45,50,32,76,lightning-rod,motor-drive,sap-sipper,#F8D030,,,ground,,522.png,5,,267,8,quadruped
523,zebstrika,523,16,795,174,electric,,100,63,75,80,63,116,lightning-rod,motor-drive,sap-sipper,#F8D030,,,ground,,523.png,5,522,267,8,quadruped
524,roggenrola,524,4,180,56,rock,,75,85,55,25,25,15,sturdy,,sand-force,#B8A038,,,mineral,,524.png,5,,268,7,legs
525,boldore,525,9,1020,137,rock,,105,105,70,50,40,20,sturdy,,sand-force,#B8A038,,,mineral,,525.png,5,524,268,10,tentacles
526,gigalith,526,17,2600,232,rock,,135,130,85,60,80,25,sturdy,,sand-force,#B8A038,,,mineral,,526.png,5,525,268,10,tentacles
527,woobat,527,4,21,63,psychic,flying,45,43,55,55,43,72,uware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,527.png,5,,269,9,wings
528,swoobat,528,9,105,149,psychic,flying,57,55,67,77,55,114,uware,klutz,simple,#F85888,#A890F0,#E465A1,flying,ground,528.png,5,527,269,9,wings
529,drilbur,529,3,85,66,ground,,85,40,60,30,45,68,sand-rush,sand-force,mold-breaker,#E0C068,,,ground,,529.png,5,,270,6,upright
530,excadrill,530,7,404,178,ground,steel,135,60,110,50,65,88,sand-rush,sand-force,mold-breaker,#E0C068,#B8B8D0,#D6BE81,ground,,530.png,5,529,270,12,humanoid
531,audino,531,11,310,390,normal,,60,86,103,60,86,50,healer,regenerator,klutz,#A8A878,,,fairy,,531.png,5,,271,6,upright
532,timburr,532,6,125,61,fighting,,80,55,75,25,35,35,guts,sheer-force,iron-fist,#C03028,,,humanshape,,532.png,5,,272,12,humanoid
